Tahun.Akademik,Tanggal.Daftar,Program.Studi,Jumlah.Mhs,Jumlah.Grade.A,Jumlah.Grade.B,Jumlah.Grade.C,Jumlah.Grade.D,Kode.Sekolah,Nama.Sekolah,Nama.Kota,,,,,,
2011/2012,10-09-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10219105,SMUN 1 BANGUN PURBA,DELI SERDANG,,,,,,
2011/2012,11-06-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10212023,SMA TRITUNGGAL,TANJUNG BALAI,,,,,,
2011/2012,11-06-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10211680,SMA KRISTEN KALAM KUDUS,PEMATANG SIANTAR,,,,,,
2011/2012,11-06-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10211680,SMA KRISTEN KALAM KUDUS,PEMATANG SIANTAR,,,,,,
2011/2012,11-06-2011,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210836,SMA S SUTOMO 2,MEDAN,,,,,,
2011/2012,11-06-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210836,SMA S SUTOMO 2,MEDAN,,,,,,
2011/2012,11-06-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10210780,SMK (STM) S TELADAN MEDAN,MEDAN,,,,,,
2011/2012,11-06-2011,SISTEM INFORMASI (S-1),1,0,1,0,0,10210714,SMA S HANG KESTURI,MEDAN,,,,,,
2011/2012,11-06-2011,SISTEM INFORMASI (S-1),1,0,1,0,0,10209413,SMA METHODIST PERBAUNGAN,SERDANG BEDAGAI,,,,,,
2011/2012,11-06-2011,SISTEM INFORMASI (S-1),1,0,1,0,0,10000047,SMA S METHODIST 3,MEDAN,,,,,,
2011/2012,11-06-2011,TEKNIK INFORMATIKA (S-1),2,0,2,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2011/2012,11-06-2011,AKUNTANSI (S-1),1,0,1,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2011/2012,11-07-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210766,SMKN 9 MEDAN,MEDAN,,,,,,
2011/2012,11-07-2011,SISTEM INFORMASI (S-1),1,0,1,0,0,10210750,SMA S HUSNI THAMRIN,MEDAN,,,,,,
2011/2012,11-07-2011,AKUNTANSI (S-1),1,0,0,0,1,10210976,SMKN 1 MEDAN,MEDAN,,,,,,
2011/2012,11-07-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10211534,SMA IR.H.DJUANDA,TEBING TINGGI,,,,,,
2011/2012,11-08-2011,AKUNTANSI (S-1),1,0,0,1,0,10211711,SMA SULTAN AGUNG,PEMATANG SIANTAR,,,,,,
2011/2012,11-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10258913,SMA DHARMAWANGSA,MEDAN,,,,,,
2011/2012,11-08-2011,SISTEM INFORMASI (S-1),2,0,0,0,2,10258913,SMA DHARMAWANGSA,MEDAN,,,,,,
2011/2012,11-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10211218,SMK (STM) S PRAYATNA 2 MEDAN,MEDAN,,,,,,
2011/2012,11-08-2011,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210898,SMA S LETJEND. S. PARMAN,MEDAN,,,,,,
2011/2012,11-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10210865,SMAN 14 MEDAN,MEDAN,,,,,,
2011/2012,11-08-2011,AKUNTANSI (S-1),1,0,0,1,0,10105395,SMA METHODIST BANDA ACEH,BANDA ACEH,,,,,,
2011/2012,11-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10208166,SMAN 1 NATAL,MANDAILING NATAL,,,,,,
2011/2012,11-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10205184,SMK (SMEA) SITI BANUN SIGAMBAL,LABUHAN BATU,,,,,,
2011/2012,11-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10204063,SMAN 1 LIMA PULUH,ASAHAN,,,,,,
2011/2012,11-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10210861,SMAN 8 MEDAN,MEDAN,,,,,,
2011/2012,11-08-2011,AKUNTANSI (S-1),1,0,0,1,0,10212024,SMAN 1 TANJUNG BALAI,TANJUNG BALAI,,,,,,
2011/2012,11-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10402939,SMA N 1 UJUNG BATU,ROKAN HULU,,,,,,
2011/2012,11-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10403925,SMK MULTI MEKANIK MASMUR,PEKAN BARU,,,,,,
2011/2012,12-07-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10204240,SMA MERANTI,ASAHAN,,,,,,
2011/2012,12-08-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10000053,SMK/SMA METHODIST TANJUNG MORAWA,DELI SERDANG,,,,,,
2011/2012,12-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10000053,SMK/SMA METHODIST TANJUNG MORAWA,DELI SERDANG,,,,,,
2011/2012,12-08-2011,AKUNTANSI (S-1),1,0,1,0,0,10000053,SMK/SMA METHODIST TANJUNG MORAWA,DELI SERDANG,,,,,,
2011/2012,12-08-2011,AKUNTANSI (S-1),1,0,0,0,1,10000053,SMK/SMA METHODIST TANJUNG MORAWA,DELI SERDANG,,,,,,
2011/2012,12-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10000012,SMA BUDI UTOMO BAH GUNUNG,SIMALUNGUN,,,,,,
2011/2012,12-08-2011,SISTEM INFORMASI (S-1),1,0,1,0,0,10210863,SMAN 16 MEDAN,MEDAN,,,,,,
2011/2012,12-08-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10210857,SMAN 4 MEDAN,MEDAN,,,,,,
2011/2012,12-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10210905,SMA S METHODIST 7,MEDAN,,,,,,
2011/2012,12-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10210911,SMA S PARULIAN 1 MEDAN,MEDAN,,,,,,
2011/2012,12-08-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10211227,SMK (SMEA) S JAMBI,MEDAN,,,,,,
2011/2012,12-08-2011,AKUNTANSI (S-1),1,0,0,1,0,10210978,SMKN 7 MEDAN,MEDAN,,,,,,
2011/2012,12-08-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10210760,SMA S BUDAYA,MEDAN,,,,,,
2011/2012,12-08-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10210815,SMA S ADVENT,MEDAN,,,,,,
2011/2012,12-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10105182,SMAN 1 BANDAR,BENER MERIAH,,,,,,
2011/2012,12-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10203536,SMAN 1 PEGAGAN HILIR,DAIRI,,,,,,
2011/2012,12-08-2011,SISTEM INFORMASI (S-1),1,0,1,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2011/2012,12-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2011/2012,12-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210939,SMA S SANTO THOMAS 2 MEDAN,MEDAN,,,,,,
2011/2012,12-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10212024,SMAN 1 TANJUNG BALAI,TANJUNG BALAI,,,,,,
2011/2012,12-08-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10404993,SMKN1 DUMAI,DUMAI,,,,,,
2011/2012,12-09-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10210851,SMAN 17 MEDAN,MEDAN,,,,,,
2011/2012,12-09-2011,AKUNTANSI (S-1),1,0,0,0,1,10214061,SMK.SMEA SINAR HUSNI,DELI SERDANG,,,,,,
2011/2012,12-09-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10203538,SMKN 1 SITINJO,DAIRI,,,,,,
2011/2012,13-06-2011,SISTEM INFORMASI (S-1),1,0,1,0,0,10210898,SMA S LETJEND. S. PARMAN,MEDAN,,,,,,
2011/2012,13-06-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10000002,SMA TRI RATNA,SIBOLGA,,,,,,
2011/2012,13-06-2011,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10000047,SMA S METHODIST 3,MEDAN,,,,,,
2011/2012,13-06-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10000019,SMA CHANDRA KUSUMA,MEDAN,,,,,,
2011/2012,13-06-2011,SISTEM INFORMASI (S-1),1,1,0,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2011/2012,13-07-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10202757,SMK ALWASLIYAH PERDAGANGAN,SIMALUNGUN,,,,,,
2011/2012,13-07-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10210714,SMA S HANG KESTURI,MEDAN,,,,,,
2011/2012,13-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10210910,SMA S PANCA BUDI,MEDAN,,,,,,
2011/2012,13-08-2011,AKUNTANSI (S-1),1,0,0,0,1,10210850,SMA S YOS SUDARSO,MEDAN,,,,,,
2011/2012,13-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10210860,SMAN 7 MEDAN,MEDAN,,,,,,
2011/2012,13-08-2011,MANAJEMEN (S-1),1,0,0,0,1,10210860,SMAN 7 MEDAN,MEDAN,,,,,,
2011/2012,13-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10000070,SMA S HARAPAN 2,MEDAN,,,,,,
2011/2012,13-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10258913,SMA DHARMAWANGSA,MEDAN,,,,,,
2011/2012,13-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10258023,SMA KATOLIK TRISAKTI,MEDAN,,,,,,
2011/2012,13-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10258047,SMA PRIMBANA,MEDAN,,,,,,
2011/2012,13-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10212023,SMA TRITUNGGAL,TANJUNG BALAI,,,,,,
2011/2012,13-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10211317,SMAN 2 BINJAI,BINJAI,,,,,,
2011/2012,13-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10202002,SMA KATOLIK 1 KABANJAHE,KARO,,,,,,
2011/2012,13-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10212217,SMAN 2 P.SIDIMPUAN,PADANG SIDEMPUAN,,,,,,
2011/2012,13-09-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10000015,SMK TELKOM SANDHY PUTRA MEDAN,MEDAN,,,,,,
2011/2012,13-09-2011,SISTEM INFORMASI (S-1),1,0,1,0,0,10210911,SMA S PARULIAN 1 MEDAN,MEDAN,,,,,,
2011/2012,13-09-2011,AKUNTANSI (S-1),1,0,0,1,0,10211212,SMK (SMEA) S JOSUA,MEDAN,,,,,,
2011/2012,13-09-2011,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210730,SMA S HANG TUAH,MEDAN,,,,,,
2011/2012,13-09-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10208953,SMA ST. MIKHAEL PANGURURAN,SAMOSIR,,,,,,
2011/2012,13-09-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210939,SMA S SANTO THOMAS 2 MEDAN,MEDAN,,,,,,
2011/2012,13-09-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10210939,SMA S SANTO THOMAS 2 MEDAN,MEDAN,,,,,,
2011/2012,14-06-2011,TEKNIK INFORMATIKA (S-1),2,2,0,0,0,10000047,SMA S METHODIST 3,MEDAN,,,,,,
2011/2012,14-06-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10211316,SMA METHODIST BINJAI,BINJAI,,,,,,
2011/2012,14-06-2011,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2011/2012,14-07-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10211316,SMA METHODIST BINJAI,BINJAI,,,,,,
2011/2012,14-07-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10212022,SMA SISINGAMANGARAJA,TANJUNG BALAI,,,,,,
2011/2012,14-07-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10211818,SMK TELADAN,PEMATANG SIANTAR,,,,,,
2011/2012,14-07-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10211701,SMK S RK BINTANG TIMUR,PEMATANG SIANTAR,,,,,,
2011/2012,14-07-2011,MANAJEMEN (S-1),1,0,0,0,1,10258039,SMA CERDAS MURNI,DELI SERDANG,,,,,,
2011/2012,14-07-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210403,MAN 1 MEDAN,MEDAN,,,,,,
2011/2012,14-07-2011,AKUNTANSI (S-1),1,0,1,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2011/2012,14-07-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10214127,SMA METHODIST LUBUK PAKAM,DELI SERDANG,,,,,,
2011/2012,14-07-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10214127,SMA METHODIST LUBUK PAKAM,DELI SERDANG,,,,,,
2011/2012,14-09-2011,SISTEM INFORMASI (S-1),1,0,1,0,0,10210762,SMKN 2 MEDAN,MEDAN,,,,,,
2011/2012,14-09-2011,MANAJEMEN (S-1),1,0,0,0,1,10210911,SMA S PARULIAN 1 MEDAN,MEDAN,,,,,,
2011/2012,14-09-2011,SISTEM INFORMASI (S-1),1,0,1,0,0,10210851,SMAN 17 MEDAN,MEDAN,,,,,,
2011/2012,14-09-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10000015,SMK TELKOM SANDHY PUTRA MEDAN,MEDAN,,,,,,
2011/2012,14-09-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10206583,SMAN 1 TUKKA,TAPANULI TENGAH,,,,,,
2011/2012,14-09-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10220295,SMAN 1 SIPAHUTAR,TAPANULI UTARA,,,,,,
2011/2012,14-09-2011,SISTEM INFORMASI (S-1),1,1,0,0,0,10211795,SMKN 1 P. SIANTAR (SMEA),PEMATANG SIANTAR,,,,,,
2011/2012,14-09-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10211801,SMK HOTMA GUNA (STM),PEMATANG SIANTAR,,,,,,
2011/2012,14-09-2011,AKUNTANSI (S-1),1,0,0,1,0,10201991,SMAN 1 TIGAPANAH,KARO,,,,,,
2011/2012,14-09-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10210858,SMAN 5 MEDAN,MEDAN,,,,,,
2011/2012,14-09-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10210861,SMAN 8 MEDAN,MEDAN,,,,,,
2011/2012,14-09-2011,MANAJEMEN (S-1),1,0,0,1,0,10214127,SMA METHODIST LUBUK PAKAM,DELI SERDANG,,,,,,
2011/2012,14-09-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10258462,SMAN 1 GUNUNGSITOLI,KOTA GUNUNGSITOLI,,,,,,
2011/2012,14-09-2011,AKUNTANSI (S-1),1,0,1,0,0,20532216,SMA YPPI - II SURABAYA,SURABAYA,,,,,,
2011/2012,14-09-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,60301017,SMAN 2 JAYAPURA,KOTA JAYAPURA,,,,,,
2011/2012,15-06-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10210705,SMA S DR.WAHIDIN S.HUSODO,MEDAN,,,,,,
2011/2012,15-06-2011,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2011/2012,15-07-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10210747,SMA S HARAPAN MANDIRI,MEDAN,,,,,,
2011/2012,15-07-2011,AKUNTANSI (S-1),1,0,1,0,0,10210714,SMA S HANG KESTURI,MEDAN,,,,,,
2011/2012,15-07-2011,AKUNTANSI (S-1),1,0,0,1,0,10210714,SMA S HANG KESTURI,MEDAN,,,,,,
2011/2012,15-07-2011,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210796,SMA S AMIR HAMZAH,MEDAN,,,,,,
2011/2012,15-07-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10000038,SMA PANCA KARYA,LANGKAT,,,,,,
2011/2012,15-07-2011,AKUNTANSI (S-1),1,0,1,0,0,10000038,SMA PANCA KARYA,LANGKAT,,,,,,
2011/2012,15-07-2011,AKUNTANSI (S-1),1,0,0,1,0,10000038,SMA PANCA KARYA,LANGKAT,,,,,,
2011/2012,15-07-2011,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10000001,SMA F. TANDEAN,TEBING TINGGI,,,,,,
2011/2012,15-07-2011,MANAJEMEN (S-1),1,0,0,1,0,10211685,SMA METHODIST PEMATANG SIANTAR,PEMATANG SIANTAR,,,,,,
2011/2012,15-07-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10212131,SMAN 3 SIBOLGA,SIBOLGA,,,,,,
2011/2012,15-07-2011,MANAJEMEN (S-1),1,0,0,0,1,10214160,SMA RK DELI MURNI,DELI SERDANG,,,,,,
2011/2012,15-08-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10212577,SMAN 7 BINJAI,BINJAI,,,,,,
2011/2012,15-08-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10219091,SMU SINGOSARI,DELI SERDANG,,,,,,
2011/2012,15-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10208459,SMAN 1 LUMBANJULU,TOBA SAMOSIR,,,,,,
2011/2012,15-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10201992,SMAN 2 KABANJAHE,KARO,,,,,,
2011/2012,15-08-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10201992,SMAN 2 KABANJAHE,KARO,,,,,,
2011/2012,15-08-2011,MANAJEMEN (S-1),1,0,0,0,1,10201996,SMA BERSAMA BERASTAGI,KARO,,,,,,
2011/2012,15-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10203547,SMKN 1 SIDIKALANG,DAIRI,,,,,,
2011/2012,15-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10210798,SMA S ANGKASA 1 LANUD MEDAN,MEDAN,,,,,,
2011/2012,15-08-2011,SISTEM INFORMASI (S-1),1,1,0,0,0,10210822,SMA S TAMAN SISWA MEDAN,MEDAN,,,,,,
2011/2012,15-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10210860,SMAN 7 MEDAN,MEDAN,,,,,,
2011/2012,15-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10210906,SMA S METHODIST 8,MEDAN,,,,,,
2011/2012,15-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10210922,SMA S SANTA MARIA,MEDAN,,,,,,
2011/2012,15-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10211074,SMKN 10 MEDAN,MEDAN,,,,,,
2011/2012,15-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10211094,SMK (STM) S MULTI KARYA MEDAN,MEDAN,,,,,,
2011/2012,15-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10000088,SMKN 1 SORKAM,TAPANULI TENGAH,,,,,,
2011/2012,15-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10204067,SMAN 3 KISARAN,ASAHAN,,,,,,
2011/2012,15-08-2011,SISTEM INFORMASI (S-1),2,0,0,2,0,10210875,SMAN 11 MEDAN,MEDAN,,,,,,
2011/2012,15-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10210876,SMAN 12 MEDAN,MEDAN,,,,,,
2011/2012,15-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10210939,SMA S SANTO THOMAS 2 MEDAN,MEDAN,,,,,,
2011/2012,15-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,20107400,SMA YAPPENDA,JAKARTA UTARA,,,,,,
2011/2012,15-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10403928,SMK HASANAH PEKANBARU,PEKAN BARU,,,,,,
2011/2012,15-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10501832,SMAN 01 KUALA TUNGKAL,TANJUNG JABUNG BARAT,,,,,,
2011/2012,15-09-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10210978,SMKN 7 MEDAN,MEDAN,,,,,,
2011/2012,15-09-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10210923,SMA S SANTO THOMAS 1 MEDAN,MEDAN,,,,,,
2011/2012,15-09-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210924,SMA S RAKSANA MEDAN,MEDAN,,,,,,
2011/2012,15-09-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10210864,SMAN 15 MEDAN,MEDAN,,,,,,
2011/2012,15-09-2011,AKUNTANSI (S-1),1,0,0,0,1,10210839,SMA S ST ANTONIUS,MEDAN,,,,,,
2011/2012,15-09-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10210720,SMA S BUDI MURNI 1,MEDAN,,,,,,
2011/2012,15-09-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10208458,SMAN 1 SIANTAR NARUMONDA,TOBA SAMOSIR,,,,,,
2011/2012,15-09-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10205380,SMAN 2 RANTAU UTARA,LABUHAN BATU,,,,,,
2011/2012,15-09-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10205369,SMA RK BINTANG TIMUR R. PRAPAT,LABUHAN BATU,,,,,,
2011/2012,15-09-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10205369,SMA RK BINTANG TIMUR R. PRAPAT,LABUHAN BATU,,,,,,
2011/2012,15-09-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10214147,SMA PAB 6 HELVETIA,DELI SERDANG,,,,,,
2011/2012,15-09-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10214141,SMA NUR AZIZI,DELI SERDANG,,,,,,
2011/2012,15-09-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10211702,SMAN 4,PEMATANG SIANTAR,,,,,,
2011/2012,15-09-2011,SISTEM INFORMASI (S-1),1,0,1,0,0,10211702,SMAN 4,PEMATANG SIANTAR,,,,,,
2011/2012,15-09-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10211317,SMAN 2 BINJAI,BINJAI,,,,,,
2011/2012,15-09-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10211586,SMAN 2 TEBING TINGGI,TEBING TINGGI,,,,,,
2011/2012,15-09-2011,SISTEM INFORMASI (S-1),2,0,2,0,0,10201062,SMK N 1 STABAT,LANGKAT,,,,,,
2011/2012,15-09-2011,SISTEM INFORMASI (S-1),1,1,0,0,0,10210737,SMA S KEMALA BHAYANGKARI 1,MEDAN,,,,,,
2011/2012,15-09-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10210939,SMA S SANTO THOMAS 2 MEDAN,MEDAN,,,,,,
2011/2012,15-09-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10214181,SMAS RK DELI MURNI,DELI SERDANG,,,,,,
2011/2012,16-06-2011,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10211534,SMA IR.H.DJUANDA,TEBING TINGGI,,,,,,
2011/2012,16-06-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10211711,SMA SULTAN AGUNG,PEMATANG SIANTAR,,,,,,
2011/2012,16-06-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10206580,SMAN 1 MATAULI PANDAN,TAPANULI TENGAH,,,,,,
2011/2012,16-06-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10203537,SMAN 1 SIDIKALANG,DAIRI,,,,,,
2011/2012,16-06-2011,AKUNTANSI (S-1),1,0,0,1,0,10204080,SMK DIPONEGORO KISARAN,ASAHAN,,,,,,
2011/2012,16-06-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10000047,SMA S METHODIST 3,MEDAN,,,,,,
2011/2012,16-06-2011,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10211565,SMAN 1 TEBING TINGGI,TEBING TINGGI,,,,,,
2011/2012,16-07-2011,TEKNIK INFORMATIKA (S-1),2,0,2,0,0,10210836,SMA S SUTOMO 2,MEDAN,,,,,,
2011/2012,16-07-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10212022,SMA SISINGAMANGARAJA,TANJUNG BALAI,,,,,,
2011/2012,16-07-2011,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10211316,SMA METHODIST BINJAI,BINJAI,,,,,,
2011/2012,16-07-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10211316,SMA METHODIST BINJAI,BINJAI,,,,,,
2011/2012,16-07-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10205374,SMA PANGLIMA POLEM R. PRAPAT,LABUHAN BATU,,,,,,
2011/2012,16-07-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2011/2012,16-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10211711,SMA SULTAN AGUNG,PEMATANG SIANTAR,,,,,,
2011/2012,16-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210864,SMAN 15 MEDAN,MEDAN,,,,,,
2011/2012,16-08-2011,AKUNTANSI (S-1),1,0,0,0,1,10210866,SMA S YP MEDAN PUTRI,MEDAN,,,,,,
2011/2012,16-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10210859,SMAN 6 MEDAN,MEDAN,,,,,,
2011/2012,16-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210855,SMAN 21 MEDAN,MEDAN,,,,,,
2011/2012,16-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10210911,SMA S PARULIAN 1 MEDAN,MEDAN,,,,,,
2011/2012,16-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10211074,SMKN 10 MEDAN,MEDAN,,,,,,
2011/2012,16-08-2011,AKUNTANSI (S-1),1,0,0,0,1,10210723,SMA S BUDI UTOMO,MEDAN,,,,,,
2011/2012,16-08-2011,AKUNTANSI (S-1),1,0,1,0,0,10210714,SMA S HANG KESTURI,MEDAN,,,,,,
2011/2012,16-08-2011,SISTEM INFORMASI (S-1),1,0,0,1,0,10210403,MAN 1 MEDAN,MEDAN,,,,,,
2011/2012,16-08-2011,SISTEM INFORMASI (S-1),1,0,0,0,1,10210762,SMKN 2 MEDAN,MEDAN,,,,,,
2011/2012,16-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10208458,SMAN 1 SIANTAR NARUMONDA,TOBA SAMOSIR,,,,,,
2011/2012,16-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10208463,SMAN 1 BALIGE,TOBA SAMOSIR,,,,,,
2011/2012,16-08-2011,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10208724,SMAN 1 DOLOKSANGGUL,HUMBANG HASUNDUTAN,,,,,,
2011/2012,16-08-2011,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210853,SMAN 2 MEDAN,MEDAN,,,,,,
